stis,e140m,ech,22	(1277.7,1299.7,0.0107,0.0109)
stis,e140m,ech,23	(1263.0,1284.8,0.0105,0.0107)
stis,e140m,ech,24	(1248.8,1270.3,0.0104,0.0106)
stis,e140m,ech,25	(1234.7,1255.9,0.0103,0.0104)
stis,e140m,ech,26	(1220.9,1241.9,0.0102,0.0104)
stis,e140m,ech,27	(1207.5,1228.3,0.0101,0.0102)
stis,e140m,ech,28	(1194.5,1215.0,0.0100,0.0101)
stis,e140m,ech,29	(1181.5,1201.9,0.0098,0.0101)
stis,e140m,ech,2	(1664.9,1693.5,0.0139,0.0142)
stis,e140m,ech,30	(1169.0,1189.1,0.0097,0.0099)
stis,e140m,ech,31	(1156.8,1176.7,0.0096,0.0099)
stis,e140m,ech,32	(1144.7,1164.3,0.0095,0.0097)
stis,e140m,ech,33	(1132.8,1152.4,0.0094,0.0096)
stis,e140m,ech,3	(1640.0,1668.4,0.0137,0.0139)
stis,e140m,ech,4	(1615.9,1643.7,0.0135,0.0137)
stis,e140m,ech,5	(1592.5,1619.9,0.0133,0.0136)
stis,e140m,ech,6	(1569.8,1596.8,0.0131,0.0133)
stis,e140m,ech,7	(1547.5,1574.3,0.0129,0.0131)
stis,e140m,ech,8	(1526.2,1552.4,0.0127,0.0129)
stis,e140m,ech,9	(1505.2,1531.1,0.0125,0.0128)
stis,e140m,scan,1	(1132.8,1719.6,0.0094,0.0144)
stis,e230h,ech,100	(2210.2,2220.2,0.0048,0.0048)
stis,e230h,ech,101	(2203.8,2213.7,0.0048,0.0048)
stis,e230h,ech,102	(2197.6,2207.4,0.0048,0.0048)
stis,e230h,ech,103	(2191.2,2201.1,0.0048,0.0048)
stis,e230h,ech,104	(2185.0,2194.8,0.0048,0.0048)
stis,e230h,ech,105	(2178.8,2188.6,0.0048,0.0048)
stis,e230h,ech,106	(2172.6,2182.4,0.0048,0.0048)
stis,e230h,ech,107	(2166.6,2176.3,0.0047,0.0048)
stis,e230h,ech,108	(2160.4,2170.1,0.0047,0.0047)
stis,e230h,ech,109	(2154.3,2164.0,0.0047,0.0048)
stis,e230h,ech,10	(2984.2,2997.7,0.0065,0.0066)
stis,e230h,ech,110	(2148.3,2157.9,0.0047,0.0047)
stis,e230h,ech,111	(2142.3,2151.9,0.0047,0.0048)
stis,e230h,ech,112	(2136.3,2145.9,0.0047,0.0047)
stis,e230h,ech,113	(2130.3,2139.9,0.0047,0.0047)
stis,e230h,ech,114	(2124.4,2134.0,0.0047,0.0046)
stis,e230h,ech,115	(2118.7,2128.2,0.0046,0.0046)
stis,e230h,ech,116	(2112.8,2122.2,0.0046,0.0046)
stis,e230h,ech,117	(2106.9,2116.4,0.0046,0.0047)
stis,e230h,ech,118	(2101.2,2110.6,0.0046,0.0046)
stis,e230h,ech,119	(2095.5,2104.9,0.0046,0.0046)
stis,e230h,ech,11	(2972.6,2986.0,0.0065,0.0066)
stis,e230h,ech,120	(2089.7,2099.1,0.0046,0.0046)
stis,e230h,ech,121	(2084.0,2093.4,0.0046,0.0046)
stis,e230h,ech,122	(2078.4,2087.7,0.0046,0.0046)
stis,e230h,ech,123	(2072.8,2082.2,0.0045,0.0046)
stis,e230h,ech,124	(2067.2,2076.5,0.0045,0.0046)
stis,e230h,ech,125	(2061.7,2070.9,0.0045,0.0045)
stis,e230h,ech,126	(2056.2,2065.4,0.0045,0.0046)
stis,e230h,ech,127	(2050.6,2059.8,0.0045,0.0045)
stis,e230h,ech,128	(2045.1,2054.3,0.0045,0.0045)
stis,e230h,ech,129	(2039.7,2048.9,0.0045,0.0045)
stis,e230h,ech,12	(2961.2,2974.4,0.0065,0.0065)
stis,e230h,ech,130	(2034.3,2043.5,0.0045,0.0044)
stis,e230h,ech,131	(2029.0,2038.0,0.0044,0.0044)
stis,e230h,ech,132	(2023.7,2032.8,0.0044,0.0045)
stis,e230h,ech,133	(2018.2,2027.3,0.0044,0.0044)
stis,e230h,ech,134	(2013.0,2022.0,0.0044,0.0044)
stis,e230h,ech,135	(2007.7,2016.7,0.0044,0.0044)
stis,e230h,ech,136	(2002.4,2011.4,0.0044,0.0044)
stis,e230h,ech,137	(1997.2,2006.2,0.0044,0.0044)
stis,e230h,ech,138	(1992.0,2001.0,0.0044,0.0044)
stis,e230h,ech,139	(1987.0,1995.9,0.0044,0.0044)
stis,e230h,ech,13	(2949.8,2963.1,0.0065,0.0065)
stis,e230h,ech,140	(1981.8,1990.7,0.0043,0.0044)
stis,e230h,ech,141	(1976.7,1985.5,0.0043,0.0044)
stis,e230h,ech,142	(1971.5,1980.4,0.0043,0.0044)
stis,e230h,ech,143	(1966.5,1975.3,0.0043,0.0043)
stis,e230h,ech,144	(1961.5,1970.3,0.0043,0.0043)
stis,e230h,ech,145	(1956.4,1965.2,0.0043,0.0043)
stis,e230h,ech,146	(1951.5,1960.3,0.0043,0.0043)
stis,e230h,ech,147	(1946.5,1955.3,0.0043,0.0043)
stis,e230h,ech,148	(1941.5,1950.2,0.0043,0.0043)
stis,e230h,ech,149	(1936.8,1945.4,0.0042,0.0043)
stis,e230h,ech,14	(2938.4,2951.6,0.0064,0.0064)
stis,e230h,ech,150	(1931.8,1940.6,0.0042,0.0043)
stis,e230h,ech,151	(1927.0,1935.7,0.0042,0.0042)
stis,e230h,ech,152	(1922.2,1930.9,0.0042,0.0042)
stis,e230h,ech,153	(1917.3,1925.9,0.0042,0.0043)
stis,e230h,ech,154	(1912.5,1921.1,0.0042,0.0042)
stis,e230h,ech,155	(1907.8,1916.4,0.0042,0.0042)
stis,e230h,ech,156	(1903.0,1911.6,0.0042,0.0041)
stis,e230h,ech,157	(1898.3,1906.9,0.0042,0.0042)
stis,e230h,ech,158	(1893.6,1902.2,0.0041,0.0041)
stis,e230h,ech,159	(1889.0,1897.6,0.0041,0.0042)
stis,e230h,ech,15	(2927.2,2940.4,0.0064,0.0065)
stis,e230h,ech,160	(1884.3,1892.9,0.0041,0.0042)
stis,e230h,ech,161	(1879.7,1888.1,0.0041,0.0041)
stis,e230h,ech,162	(1875.2,1883.6,0.0041,0.0041)
stis,e230h,ech,163	(1870.6,1879.0,0.0041,0.0042)
stis,e230h,ech,164	(1866.0,1874.4,0.0041,0.0041)
stis,e230h,ech,165	(1861.5,1869.8,0.0041,0.0041)
stis,e230h,ech,166	(1857.0,1865.3,0.0041,0.0041)
stis,e230h,ech,167	(1852.5,1860.8,0.0041,0.0041)
stis,e230h,ech,168	(1848.0,1856.3,0.0040,0.0041)
stis,e230h,ech,169	(1843.7,1852.0,0.0040,0.0041)
stis,e230h,ech,16	(2916.2,2929.2,0.0064,0.0064)
stis,e230h,ech,170	(1839.2,1847.4,0.0040,0.0040)
stis,e230h,ech,171	(1834.8,1843.0,0.0040,0.0041)
stis,e230h,ech,172	(1830.4,1838.6,0.0040,0.0041)
stis,e230h,ech,173	(1826.0,1834.2,0.0040,0.0040)
stis,e230h,ech,174	(1821.7,1829.9,0.0040,0.0040)
stis,e230h,ech,175	(1817.5,1825.5,0.0040,0.0040)
stis,e230h,ech,176	(1813.2,1821.2,0.0040,0.0040)
stis,e230h,ech,177	(1808.8,1816.8,0.0040,0.0040)
stis,e230h,ech,178	(1804.5,1812.7,0.0040,0.0040)
stis,e230h,ech,179	(1800.3,1808.5,0.0039,0.0040)
stis,e230h,ech,17	(2905.1,2918.1,0.0064,0.0064)
stis,e230h,ech,180	(1796.2,1804.2,0.0039,0.0040)
stis,e230h,ech,181	(1791.9,1799.9,0.0039,0.0039)
stis,e230h,ech,182	(1787.7,1795.7,0.0039,0.0040)
stis,e230h,ech,183	(1783.5,1791.7,0.0039,0.0040)
stis,e230h,ech,184	(1779.4,1787.4,0.0039,0.0040)
stis,e230h,ech,185	(1775.3,1783.3,0.0039,0.0039)
stis,e230h,ech,186	(1771.2,1779.2,0.0039,0.0039)
stis,e230h,ech,187	(1767.1,1775.1,0.0039,0.0039)
stis,e230h,ech,188	(1763.0,1771.0,0.0039,0.0039)
stis,e230h,ech,189	(1759.0,1766.8,0.0039,0.0039)
stis,e230h,ech,18	(2894.1,2907.1,0.0063,0.0063)
stis,e230h,ech,190	(1755.0,1762.9,0.0038,0.0038)
stis,e230h,ech,191	(1751.0,1758.8,0.0038,0.0038)
stis,e230h,ech,192	(1747.0,1754.8,0.0038,0.0039)
stis,e230h,ech,193	(1743.0,1750.9,0.0038,0.0038)
stis,e230h,ech,194	(1739.1,1746.9,0.0038,0.0038)
stis,e230h,ech,195	(1735.1,1742.9,0.0038,0.0038)
stis,e230h,ech,196	(1731.2,1739.0,0.0038,0.0038)
stis,e230h,ech,197	(1727.3,1735.1,0.0038,0.0038)
stis,e230h,ech,198	(1723.4,1731.2,0.0038,0.0038)
stis,e230h,ech,199	(1719.7,1727.4,0.0038,0.0037)
stis,e230h,ech,19	(2883.2,2896.2,0.0063,0.0064)
stis,e230h,ech,1	(3092.4,3106.4,0.0068,0.0069)
stis,e230h,ech,200	(1715.8,1723.5,0.0038,0.0038)
stis,e230h,ech,201	(1712.0,1719.6,0.0038,0.0038)
stis,e230h,ech,202	(1708.0,1715.8,0.0037,0.0037)
stis,e230h,ech,203	(1704.3,1711.9,0.0037,0.0038)
stis,e230h,ech,204	(1700.5,1708.3,0.0037,0.0037)
stis,e230h,ech,205	(1696.8,1704.4,0.0037,0.0037)
stis,e230h,ech,206	(1693.0,1700.6,0.0037,0.0037)
stis,e230h,ech,207	(1689.3,1696.9,0.0037,0.0037)
stis,e230h,ech,208	(1685.7,1693.1,0.0037,0.0037)
stis,e230h,ech,209	(1682.0,1689.4,0.0037,0.0037)
stis,e230h,ech,20	(2872.4,2885.4,0.0063,0.0063)
stis,e230h,ech,210	(1678.2,1685.6,0.0037,0.0037)
stis,e230h,ech,211	(1674.5,1682.0,0.0037,0.0037)
stis,e230h,ech,212	(1671.0,1678.5,0.0037,0.0036)
stis,e230h,ech,213	(1667.2,1674.6,0.0037,0.0037)
stis,e230h,ech,214	(1663.7,1671.2,0.0036,0.0036)
stis,e230h,ech,215	(1660.0,1667.5,0.0036,0.0037)
stis,e230h,ech,216	(1656.5,1664.0,0.0036,0.0037)
stis,e230h,ech,217	(1652.9,1660.3,0.0036,0.0036)
stis,e230h,ech,218	(1649.3,1656.7,0.0036,0.0036)
stis,e230h,ech,219	(1645.8,1653.2,0.0036,0.0036)
stis,e230h,ech,21	(2861.7,2874.5,0.0063,0.0063)
stis,e230h,ech,22	(2851.1,2863.9,0.0062,0.0063)
stis,e230h,ech,23	(2840.6,2853.3,0.0062,0.0063)
stis,e230h,ech,24	(2829.9,2842.6,0.0062,0.0063)
stis,e230h,ech,25	(2819.6,2832.3,0.0062,0.0062)
stis,e230h,ech,26	(2809.3,2821.9,0.0062,0.0062)
stis,e230h,ech,27	(2799.0,2811.6,0.0061,0.0062)
stis,e230h,ech,28	(2788.8,2801.4,0.0061,0.0061)
stis,e230h,ech,29	(2778.7,2791.1,0.0061,0.0061)
stis,e230h,ech,2	(3079.9,3093.9,0.0067,0.0068)
stis,e230h,ech,30	(2768.7,2781.1,0.0061,0.0061)
stis,e230h,ech,31	(2758.7,2771.1,0.0060,0.0060)
stis,e230h,ech,32	(2748.8,2761.2,0.0060,0.0061)
stis,e230h,ech,33	(2739.1,2751.4,0.0060,0.0060)
stis,e230h,ech,34	(2729.3,2741.7,0.0060,0.0060)
stis,e230h,ech,35	(2719.6,2731.8,0.0060,0.0060)
stis,e230h,ech,36	(2710.0,2722.2,0.0059,0.0060)
stis,e230h,ech,37	(2700.4,2712.6,0.0059,0.0059)
stis,e230h,ech,38	(2791.1,2803.1,0.0061,0.0061)
stis,e230h,ech,39	(2681.6,2693.6,0.0059,0.0059)
stis,e230h,ech,3	(3067.7,3081.5,0.0067,0.0068)
stis,e230h,ech,40	(2672.2,2684.2,0.0059,0.0059)
stis,e230h,ech,41	(2662.9,2674.9,0.0058,0.0058)
stis,e230h,ech,42	(2653.7,2665.7,0.0058,0.0058)
stis,e230h,ech,43	(2644.7,2656.6,0.0058,0.0058)
stis,e230h,ech,44	(2635.5,2647.3,0.0058,0.0058)
stis,e230h,ech,45	(2626.5,2638.3,0.0058,0.0058)
stis,e230h,ech,46	(2617.5,2629.3,0.0057,0.0058)
stis,e230h,ech,47	(2608.7,2620.3,0.0057,0.0058)
stis,e230h,ech,48	(2599.8,2611.4,0.0057,0.0057)
stis,e230h,ech,49	(2591.0,2602.6,0.0057,0.0057)
stis,e230h,ech,4	(3055.6,3069.3,0.0067,0.0067)
stis,e230h,ech,50	(2582.2,2593.9,0.0057,0.0056)
stis,e230h,ech,51	(2573.6,2585.2,0.0056,0.0056)
stis,e230h,ech,52	(2565.1,2576.5,0.0056,0.0057)
stis,e230h,ech,53	(2556.9,2568.5,0.0056,0.0056)
stis,e230h,ech,54	(2547.9,2559.4,0.0056,0.0057)
stis,e230h,ech,55	(2539.5,2550.9,0.0056,0.0056)
stis,e230h,ech,56	(2531.1,2542.5,0.0055,0.0056)
stis,e230h,ech,57	(2522.8,2534.1,0.0055,0.0055)
stis,e230h,ech,58	(2514.6,2525.8,0.0055,0.0055)
stis,e230h,ech,59	(2506.2,2517.6,0.0055,0.0055)
stis,e230h,ech,5	(3043.4,3057.2,0.0067,0.0067)
stis,e230h,ech,60	(2498.2,2509.5,0.0055,0.0055)
stis,e230h,ech,61	(2490.0,2501.2,0.0055,0.0055)
stis,e230h,ech,62	(2482.1,2493.1,0.0054,0.0055)
stis,e230h,ech,63	(2470.1,2481.1,0.0054,0.0054)
stis,e230h,ech,64	(2466.1,2477.1,0.0054,0.0054)
stis,e230h,ech,65	(2458.2,2469.2,0.0054,0.0054)
stis,e230h,ech,66	(2450.2,2461.4,0.0054,0.0054)
stis,e230h,ech,67	(2442.4,2453.4,0.0054,0.0053)
stis,e230h,ech,68	(2434.8,2445.6,0.0053,0.0054)
stis,e230h,ech,69	(2427.1,2438.0,0.0053,0.0053)
stis,e230h,ech,6	(3031.3,3045.1,0.0066,0.0067)
stis,e230h,ech,70	(2419.3,2430.2,0.0053,0.0053)
stis,e230h,ech,71	(2411.8,2422.7,0.0053,0.0053)
stis,e230h,ech,72	(2404.2,2415.0,0.0053,0.0053)
stis,e230h,ech,73	(2396.6,2407.4,0.0053,0.0053)
stis,e230h,ech,74	(2389.2,2399.9,0.0052,0.0053)
stis,e230h,ech,75	(2381.8,2392.5,0.0052,0.0052)
stis,e230h,ech,76	(2374.4,2385.2,0.0052,0.0053)
stis,e230h,ech,77	(2367.1,2377.7,0.0052,0.0052)
stis,e230h,ech,78	(2359.8,2370.4,0.0052,0.0052)
stis,e230h,ech,79	(2352.5,2363.1,0.0052,0.0051)
stis,e230h,ech,7	(3019.4,3033.0,0.0066,0.0066)
stis,e230h,ech,80	(2345.3,2355.9,0.0051,0.0052)
stis,e230h,ech,81	(2338.2,2348.8,0.0051,0.0052)
stis,e230h,ech,82	(2331.2,2341.7,0.0051,0.0052)
stis,e230h,ech,83	(2324.1,2334.5,0.0051,0.0051)
stis,e230h,ech,84	(2317.0,2327.4,0.0051,0.0051)
stis,e230h,ech,85	(2310.0,2320.4,0.0051,0.0051)
stis,e230h,ech,86	(2303.2,2313.4,0.0050,0.0051)
stis,e230h,ech,87	(2296.2,2306.5,0.0050,0.0051)
stis,e230h,ech,88	(2289.3,2299.7,0.0050,0.0050)
stis,e230h,ech,89	(2282.6,2292.9,0.0050,0.0050)
stis,e230h,ech,8	(3007.7,3021.2,0.0066,0.0067)
stis,e230h,ech,90	(2275.8,2286.1,0.0050,0.0050)
stis,e230h,ech,91	(2269.0,2279.2,0.0050,0.0050)
stis,e230h,ech,92	(2262.3,2272.5,0.0050,0.0050)
stis,e230h,ech,93	(2255.8,2265.9,0.0049,0.0049)
stis,e230h,ech,94	(2249.0,2259.2,0.0049,0.0049)
stis,e230h,ech,95	(2242.6,2252.7,0.0049,0.0049)
stis,e230h,ech,96	(2235.8,2246.0,0.0049,0.0049)
stis,e230h,ech,97	(2229.4,2239.6,0.0049,0.0049)
stis,e230h,ech,98	(2223.0,2233.0,0.0049,0.0049)
stis,e230h,ech,99	(2216.6,2226.5,0.0049,0.0049)
stis,e230h,ech,9	(2995.8,3009.4,0.0066,0.0066)
stis,e230h,scan,1	(2851.0,3106.4,0.0062,0.0068)
stis,e230h,scan,2	(2608.7,2874.6,0.0057,0.0063)
stis,e230h,scan,3	(2367.1,2629.3,0.0052,0.0058)
stis,e230h,scan,4	(2118.7,2385.2,0.0046,0.0052)
stis,e230h,scan,5	(1870.7,2139.9,0.0041,0.0047)
stis,e230h,scan,6	(1645.8,1897.5,0.0036,0.0041)
stis,e230m,ech,10	(2707.7,2754.3,0.0226,0.0230)
stis,e230m,ech,11	(2671.6,2717.6,0.0223,0.0226)
stis,e230m,ech,12	(2636.5,2681.9,0.0220,0.0223)
stis,e230m,ech,13	(2602.2,2647.0,0.0217,0.0221)
stis,e230m,ech,14	(2568.9,2613.1,0.0214,0.0218)
stis,e230m,ech,15	(2536.3,2580.0,0.0211,0.0215)
stis,e230m,ech,16	(2504.6,2547.8,0.0209,0.0212)
stis,e230m,ech,17	(2473.7,2516.3,0.0206,0.0210)
stis,e230m,ech,18	(2443.6,2485.6,0.0204,0.0207)
stis,e230m,ech,19	(2414.1,2455.7,0.0201,0.0204)
stis,e230m,ech,1	(3082.7,3135.7,0.0257,0.0261)
stis,e230m,ech,20	(2385.4,2426.4,0.0199,0.0203)
stis,e230m,ech,21	(2357.3,2397.9,0.0196,0.0200)
stis,e230m,ech,22	(2329.8,2369.9,0.0194,0.0197)
stis,e230m,ech,23	(2303.1,2342.8,0.0192,0.0195)
stis,e230m,ech,24	(2276.9,2316.1,0.0190,0.0193)
stis,e230m,ech,25	(2251.4,2290.2,0.0188,0.0191)
stis,e230m,ech,26	(2226.3,2264.7,0.0186,0.0188)
stis,e230m,ech,27	(2201.9,2239.9,0.0184,0.0187)
stis,e230m,ech,28	(2178.0,2215.4,0.0182,0.0185)
stis,e230m,ech,29	(2154.6,2191.7,0.0180,0.0183)
stis,e230m,ech,2	(3035.9,3088.3,0.0253,0.0257)
stis,e230m,ech,30	(2131.6,2168.2,0.0178,0.0180)
stis,e230m,ech,31	(2109.2,2145.6,0.0176,0.0179)
stis,e230m,ech,32	(2087.2,2123.1,0.0174,0.0177)
stis,e230m,ech,33	(2065.8,2101.3,0.0172,0.0175)
stis,e230m,ech,34	(2044.6,2079.8,0.0170,0.0174)
stis,e230m,ech,35	(2024.0,2058.8,0.0169,0.0171)
